BLK,ROW,POS,GENO,ID,Total.time,FreeFeeder,LeafModifier,WoodModifier,Ant,Cecidomyiidae,Tenthredinidae,Nepticulidae,Graciliaridae,Lyonetiidae,Agromyzidae,Megalopodidae,Notodontidae,Noctuidae,Tortricidae,Aphididae,Formicidae,Chrysomelidae,Delphacidae,Pentatomidae,Harmandia,Phyllocolpa,PetioleGall,LeafEdgeMine,SerpMine,CottonwoodMine,BlotchMine,LombardyMine,BlackMine,LeafCurlMidge,CottonwoodDagger,RustylinedLeaftier,ObliqueBandedLeafRoller,GreenAphids,SmokeyAphids,Formica_glacialis,Lasius_neoniger,Lasius_alienus,AvgBA2015,AvgSize2015,Growth2014_2015,Growth2012_2015,BAI2014_2015,BAI2012_2015,SLA2015,LA2015,BB2015,BS2015,GS2015,CT2015,Salicortin2015,Tremulacin2015,PG2015,TotalDefChem2015,CN2015,N2015
3,M,13,324,3 M 13,8,1.625,1.750,0.000,0.000,0.000,0.250,0.250,1.125,0.000,0.000,0.125,0.000,0.000,0.000,1.625,0.000,0.000,0.000,0.000,0.000,0.250,0.250,0.375,0.500,0.000,0.250,0.000,0.125,0.000,0.000,0.000,0.000,1.625,0.000,0.000,0.000,0.000,30.270,19721.250,3.849,4.470,1.422,3.875,7.000,120.730,126.490,132.320,207.000,74.680,15.830,2.941,3.390,6.331,23.610,26.320
3,M,14,134,3 M 14,8,10.375,2.875,0.000,2.500,0.125,0.250,0.250,1.250,0.000,0.375,0.500,0.125,0.000,0.125,10.250,2.500,0.000,0.000,0.000,0.000,0.250,0.250,0.250,0.750,0.000,0.250,0.375,0.500,0.125,0.000,0.000,0.125,10.250,0.000,0.000,2.500,0.000,31.620,20896.040,3.921,4.486,1.472,4.406,14.000,141.590,143.180,129.330,228.000,98.670,5.910,4.724,6.430,11.154,19.390,23.280
3,M,16,163,3 M 16,4.5,0.667,5.778,0.000,0.000,4.667,0.000,0.000,0.444,0.000,0.667,0.000,0.444,0.000,0.000,0.000,0.000,0.000,0.222,0.000,4.667,0.000,0.000,0.222,0.000,0.000,0.222,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.230,2964.800,2.967,3.658,1.236,4.090,8.000,117.580,126.690,141.080,198.000,56.920,15.560,5.079,7.970,13.049,31.110,27.460
3,M,18,28,3 M 18,9,1.667,3.000,0.111,0.000,0.778,0.889,0.000,1.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.111,1.556,0.667,0.889,0.000,0.222,0.444,0.000,0.333,0.333,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.570,7232.790,3.352,4.068,1.817,5.055,12.000,149.230,156.080,146.100,221.000,74.900,10.170,3.933,5.370,9.303,21.410,22.840
3,M,19,372,3 M 19,12,2.167,2.167,0.000,0.167,0.250,0.917,0.333,0.333,0.000,0.333,0.000,0.083,0.000,0.000,1.917,0.167,0.083,0.000,0.000,0.167,0.917,0.333,0.250,0.000,0.000,0.083,0.333,0.000,0.083,0.000,0.000,0.000,1.917,0.000,0.000,0.167,0.000,34.360,25456.790,4.030,4.547,1.252,3.938,0.000,117.840,117.760,127.240,198.000,70.760,20.110,1.809,1.790,3.599,24.600,24.370
3,M,26,379,3 M 26,4.5,0.667,3.556,0.000,0.667,0.667,0.000,0.222,2.000,0.000,0.222,0.444,0.000,0.222,0.000,0.444,0.667,0.000,0.000,0.000,0.000,0.000,0.222,0.444,0.889,0.000,0.667,0.222,0.444,0.667,0.222,0.000,0.000,0.444,0.000,0.000,0.000,0.000,15.430,10267.680,3.545,4.218,2.122,6.284,9.000,145.050,144.970,132.020,218.000,85.980,8.800,3.980,3.660,7.640,18.400,21.770
3,M,28,355,3 M 28,6,2.167,3.000,0.000,0.000,0.000,0.500,0.000,2.000,0.000,0.167,0.167,0.000,0.167,0.167,1.667,0.000,0.000,0.333,0.000,0.000,0.500,0.000,0.167,1.000,0.000,0.833,0.167,0.167,0.000,0.167,0.000,0.167,1.667,0.000,0.000,0.000,0.000,17.940,9671.340,3.583,4.158,1.623,4.412,11.000,121.100,129.250,128.410,240.000,111.590,10.860,4.047,6.310,10.357,23.210,22.090
3,N,1,138,3 N 1,6,0.167,8.167,0.000,0.000,0.167,6.333,0.000,1.167,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,6.333,0.000,0.000,0.667,0.000,0.500,0.333,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,22.010,11029.300,3.602,4.220,1.485,4.025,2.000,122.490,118.160,128.240,198.000,69.760,17.510,2.888,2.880,5.768,24.700,25.650
3,N,2,336,3 N 2,6,0.167,5.000,0.000,0.000,0.167,0.000,2.167,2.333,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,2.167,0.500,0.833,0.000,1.000,0.333,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,10.000,4204.470,3.114,3.822,1.460,4.538,22.000,131.410,131.120,128.180,207.000,78.820,25.370,1.514,1.040,2.554,28.670,27.790
3,N,3,268,3 N 3,3,10.000,3.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,10.000,1.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,10.000,0.000,0.000,1.000,0.000,3.860,1161.670,2.621,3.243,1.436,4.183,4.000,119.320,115.700,128.410,198.000,69.590,8.820,5.367,5.400,10.767,22.230,27.130
3,N,4,149,3 N 4,9,0.444,3.667,0.000,0.000,0.000,1.000,0.333,2.000,0.000,0.222,0.000,0.000,0.000,0.111,0.333,0.000,0.000,0.000,0.000,0.000,1.000,0.333,0.667,0.333,0.000,1.000,0.222,0.000,0.000,0.000,0.000,0.111,0.333,0.000,0.000,0.000,0.000,22.930,12432.250,3.674,4.272,1.553,4.797,10.000,130.010,120.360,132.320,198.000,65.680,7.760,3.893,5.250,9.143,18.820,21.210
3,N,5,290,3 N 5,9,0.222,6.556,0.000,0.667,0.556,1.111,3.111,0.778,0.111,0.556,0.000,0.000,0.111,0.333,0.000,0.667,0.000,0.111,0.000,0.556,1.111,3.111,0.111,0.667,0.111,0.000,0.556,0.000,0.000,0.111,0.000,0.333,0.000,0.000,0.000,0.667,0.000,30.530,17758.520,3.823,4.430,1.607,4.526,0.000,147.290,143.760,128.140,210.000,81.860,7.490,5.139,4.930,10.069,20.090,23.270
3,N,6,209,3 N 6,6,1.333,7.333,0.000,0.833,0.000,2.167,3.833,0.333,0.000,0.167,0.000,0.000,0.000,0.500,0.667,0.833,0.000,0.000,0.000,0.000,2.167,3.833,0.000,0.167,0.000,0.167,0.167,0.000,0.000,0.000,0.000,0.500,0.667,0.000,0.000,0.833,0.000,29.570,20471.810,NA,4.468,NA,4.092,8.000,129.500,139.540,127.840,221.000,93.160,8.300,5.407,4.980,10.387,21.350,22.130
3,N,8,220,3 N 8,6,1.833,0.667,0.000,0.333,0.000,0.000,0.000,0.500,0.000,0.167,0.000,0.000,0.000,0.000,1.667,0.333,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.333,0.167,0.000,0.000,0.000,0.000,0.000,1.667,0.000,0.000,0.333,0.000,21.010,12146.640,3.687,4.260,1.714,4.763,3.000,136.140,136.690,131.110,224.000,92.890,11.660,4.710,4.180,8.890,22.870,24.040
3,N,9,310,3 N 9,9,0.444,3.000,0.000,0.333,0.000,0.667,1.667,0.222,0.000,0.333,0.000,0.000,0.000,0.111,0.444,0.333,0.000,0.000,0.000,0.000,0.667,1.667,0.111,0.000,0.000,0.111,0.333,0.000,0.000,0.000,0.000,0.111,0.333,0.111,0.333,0.000,0.000,27.540,16882.280,3.844,4.374,1.281,4.002,17.000,136.420,143.900,127.240,214.000,86.760,14.840,2.921,2.410,5.331,21.610,25.830
3,N,10,105,3 N 10,9,7.000,1.778,0.000,0.889,0.111,1.222,0.111,0.222,0.000,0.111,0.000,0.000,0.000,0.000,7.000,0.889,0.000,0.000,0.000,0.000,1.222,0.111,0.000,0.000,0.000,0.222,0.111,0.000,0.111,0.000,0.000,0.000,5.889,1.111,0.333,0.000,0.556,25.970,16064.760,3.894,4.366,2.198,5.680,5.000,135.240,135.560,132.000,228.000,96.000,13.300,2.647,2.180,4.827,19.430,24.100
3,N,11,61,3 N 11,8,0.125,1.750,0.000,0.000,1.250,0.000,0.000,0.125,0.000,0.125,0.000,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,1.125,0.000,0.000,0.000,0.000,0.000,0.125,0.125,0.000,0.125,0.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000,29.330,17286.010,3.868,4.388,1.416,4.149,6.000,170.570,136.630,136.830,240.000,103.170,10.700,3.658,5.320,8.978,21.480,23.420
3,N,12,353,3 N 12,6,2.833,3.333,0.000,0.667,0.667,1.667,0.167,0.167,0.000,0.667,0.000,0.000,0.000,0.000,2.167,0.667,0.000,0.000,0.000,0.000,1.667,0.167,0.167,0.000,0.000,0.000,0.667,0.000,0.667,0.000,0.000,0.000,2.167,0.000,0.000,0.000,0.667,17.620,9851.310,3.548,4.178,1.584,4.382,6.000,129.840,134.460,131.450,NA,NA,7.730,5.775,6.650,12.425,23.000,25.850
3,N,13,110,3 N 13,9,0.000,1.444,0.000,0.000,0.111,0.222,0.333,0.333,0.000,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.222,0.333,0.111,0.111,0.000,0.111,0.444,0.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.620,26277.020,4.072,4.560,1.504,3.559,8.000,127.030,122.900,127.930,198.000,70.070,12.590,3.169,3.180,6.349,20.500,24.120
3,N,14,197,3 N 14,6,41.667,0.833,0.000,0.000,0.500,0.000,0.167,0.167,0.000,0.000,0.000,0.000,0.000,0.000,41.667,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.167,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,41.667,0.000,0.000,0.000,0.000,27.630,18846.270,3.858,4.448,1.512,4.333,9.000,141.260,142.970,141.080,232.000,90.920,11.130,3.678,4.990,8.668,21.610,24.560
3,N,17,314,3 N 17,9,2.111,1.444,0.000,0.000,0.111,0.667,0.000,0.111,0.000,0.556,0.000,0.667,0.000,0.000,1.444,0.000,0.000,0.000,0.000,0.111,0.667,0.000,0.000,0.111,0.000,0.000,0.556,0.000,0.000,0.000,0.000,0.000,1.444,0.000,0.000,0.000,0.000,31.360,18487.440,3.860,4.437,1.527,4.375,6.000,151.040,143.780,129.060,210.000,80.940,7.790,3.906,3.380,7.286,17.000,21.310
3,N,19,265,3 N 19,6,4.667,2.833,0.000,0.667,0.500,0.333,0.500,1.167,0.000,0.167,0.167,0.000,0.000,0.000,4.667,0.667,0.000,0.000,0.000,0.000,0.333,0.500,0.000,0.500,0.000,0.667,0.167,0.167,0.500,0.000,0.000,0.000,4.667,0.000,0.000,0.000,0.667,35.580,21639.250,NA,4.508,NA,3.854,9.000,119.940,139.930,127.620,198.000,70.380,10.330,3.987,3.460,7.447,19.740,22.170
3,N,20,46,3 N 20,6,0.000,1.000,0.000,0.333,0.000,0.500,0.000,0.167,0.167,0.000,0.167,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,0.167,0.167,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,42.810,28905.690,NA,4.624,NA,4.355,8.000,127.120,120.690,130.150,198.000,67.850,10.900,5.293,7.880,13.173,26.680,24.240
3,N,21,160,3 N 21,6,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.167,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,27.420,17323.720,3.791,4.416,1.475,3.829,13.000,144.840,157.450,132.020,224.000,91.980,11.970,4.228,3.560,7.788,21.840,23.360
3,N,22,388,3 N 22,6,2.000,0.833,0.000,0.000,0.167,0.167,0.000,0.167,0.333,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.333,0.167,0.000,0.000,0.167,0.000,0.000,0.000,2.000,0.000,0.000,0.000,0.000,33.780,21727.540,3.900,NA,1.496,NA,2.000,140.380,151.910,127.430,240.000,112.570,8.450,3.162,3.410,6.572,16.580,23.430
3,N,23,252,3 N 23,2,0.000,3.000,0.000,0.000,0.000,0.500,0.000,1.000,0.000,1.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.500,0.000,0.000,0.500,1.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,15.000,121.870,125.980,129.800,221.000,91.200,14.450,5.950,5.790,11.740,29.120,23.870
3,N,24,13,3 N 24,6,5.500,1.833,0.000,0.667,0.000,0.167,0.000,0.833,0.167,0.667,0.000,0.000,0.000,0.000,5.500,0.667,0.000,0.000,0.000,0.000,0.167,0.000,0.333,0.500,0.167,0.000,0.667,0.000,0.000,0.000,0.000,0.000,5.500,0.000,0.667,0.000,0.000,31.960,17333.250,3.809,4.409,1.360,4.313,0.000,149.560,146.100,132.540,221.000,88.460,18.570,1.822,1.390,3.212,22.680,25.040
3,N,27,153,3 N 27,3,0.333,1.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.667,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,NA,NA,NA,NA,NA,NA,9.000,137.350,146.590,142.650,240.000,97.350,11.230,4.348,7.440,11.788,25.160,27.440
3,N,28,261,3 N 28,6,4.833,1.167,0.000,0.667,0.000,0.500,0.000,0.500,0.000,0.167,0.000,0.000,0.167,0.000,4.667,0.667,0.000,0.000,0.000,0.000,0.500,0.000,0.167,0.167,0.000,0.167,0.167,0.000,0.000,0.167,0.000,0.000,4.667,0.000,0.000,0.000,0.667,29.520,16572.460,3.904,4.361,1.728,4.045,5.000,125.380,114.740,127.430,224.000,96.570,16.570,0.965,0.230,1.195,18.240,20.240
4,A,1,208,4 A 1,6,0.000,4.333,0.000,0.000,0.500,1.167,0.167,1.000,0.333,1.000,0.000,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,1.167,0.167,0.333,0.000,0.333,0.667,1.000,0.000,0.500,0.000,0.000,0.167,0.000,0.000,0.000,0.000,0.000,22.580,13259.810,3.652,4.311,1.583,3.994,3.000,124.530,133.290,130.810,207.000,76.190,8.690,4.918,6.480,11.398,22.510,24.200
4,A,3,117,4 A 3,7.5,0.000,5.200,0.000,0.000,0.267,3.733,0.267,0.800,0.000,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.133,3.733,0.267,0.000,0.400,0.000,0.400,0.133,0.000,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,58.280,47139.520,4.246,4.848,1.483,4.324,14.000,140.250,142.260,127.430,245.000,117.570,13.840,1.843,1.810,3.653,18.400,22.620
4,A,6,185,4 A 6,4.5,0.000,1.556,0.000,0.000,0.000,0.000,1.333,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.333,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14.040,6907.220,3.240,4.068,1.799,5.539,2.000,128.060,133.710,131.180,207.000,75.820,12.500,4.576,4.140,8.716,23.470,24.300
4,A,7,285,4 A 7,4.5,0.000,2.222,0.000,0.000,0.000,1.111,0.000,0.667,0.000,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.111,0.000,0.444,0.000,0.000,0.222,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,13.990,6764.140,3.147,4.078,2.351,6.530,1.000,137.260,143.060,129.160,207.000,77.840,16.020,3.343,2.220,5.563,23.230,23.810
4,A,8,210,4 A 8,1.5,0.000,6.000,0.000,0.000,1.333,1.333,1.333,1.333,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.333,1.333,0.000,1.333,0.000,0.000,0.667,0.000,1.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.330,3488.180,3.049,3.750,1.839,5.415,4.000,116.070,116.110,131.450,207.000,75.550,11.150,5.260,6.730,11.990,25.730,28.360
4,A,11,114,4 A 11,4.5,12.667,5.556,0.000,0.000,0.000,3.556,0.000,1.111,0.000,0.667,0.000,0.000,0.000,0.222,12.667,0.000,0.000,0.000,0.000,0.000,3.556,0.000,0.000,0.000,0.000,1.111,0.667,0.000,0.000,0.000,0.000,0.222,0.000,0.000,0.000,0.000,0.000,13.960,6740.530,3.267,4.048,1.679,5.490,2.000,132.030,142.070,129.500,200.000,70.500,11.930,2.982,2.610,5.592,18.990,23.320
4,A,12,54,4 A 12,4.5,0.444,5.111,0.000,1.333,2.000,0.667,0.000,2.000,0.000,0.222,0.000,0.000,0.000,0.222,0.000,1.333,0.000,0.000,0.000,1.333,0.667,0.000,0.222,0.667,0.000,1.111,0.222,0.000,0.667,0.000,0.000,0.222,0.000,0.000,0.000,0.000,1.333,11.590,5091.260,3.201,3.922,2.185,5.441,12.000,133.870,129.680,128.580,228.000,99.420,20.050,3.571,3.240,6.811,28.620,26.550
4,A,13,248,4 A 13,6,24.000,4.167,0.000,0.000,0.667,0.667,0.333,2.167,0.000,0.167,0.167,0.000,0.000,0.000,24.000,0.000,0.000,0.000,0.000,0.000,0.667,0.333,0.333,0.333,0.000,1.500,0.167,0.167,0.667,0.000,0.000,0.000,21.667,2.333,0.000,0.000,0.000,16.590,10384.280,3.609,4.199,1.845,4.832,9.000,116.060,114.750,131.410,224.000,92.590,12.330,5.507,7.180,12.687,27.730,24.690
4,A,14,91,4 A 14,6,0.000,3.000,0.000,1.667,0.500,1.500,0.167,0.667,0.000,0.167,0.000,0.000,0.000,0.000,0.000,1.667,0.000,0.000,0.000,0.167,1.500,0.167,0.167,0.333,0.000,0.167,0.167,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.667,16.830,14693.750,NA,4.164,NA,4.993,7.000,126.250,141.850,130.150,218.000,87.850,12.310,3.055,2.820,5.875,19.690,21.280
4,A,15,70,4 A 15,3,0.000,5.000,0.000,0.000,0.667,2.000,0.000,1.000,0.000,1.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,0.000,0.333,0.000,0.667,1.333,0.000,0.667,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.150,4199.400,3.086,3.842,1.942,5.638,3.000,118.490,124.740,139.680,240.000,100.320,12.420,4.442,6.260,10.702,25.310,25.080
4,A,16,286,4 A 16,6,0.000,2.667,0.000,0.000,0.333,0.833,0.000,1.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.833,0.000,0.333,0.500,0.000,0.167,0.500,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18.560,8420.220,3.514,4.114,1.987,5.363,4.000,135.050,146.010,131.630,224.000,92.370,24.290,2.184,1.290,3.474,28.840,23.970
4,A,19,291,4 A 19,9,2.556,7.111,0.000,0.000,0.000,1.778,2.556,2.444,0.111,0.111,0.000,0.000,0.000,0.111,2.556,0.000,0.000,0.000,0.000,0.000,1.778,2.556,0.222,0.556,0.111,1.667,0.111,0.000,0.000,0.000,0.000,0.111,0.000,0.000,0.000,0.000,0.000,22.200,11518.970,3.560,4.248,1.267,4.097,0.000,115.230,121.300,129.500,235.000,105.500,9.200,5.467,5.340,10.807,22.700,23.830
4,A,20,250,4 A 20,9,0.000,1.556,0.000,0.000,0.000,1.000,0.111,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.111,0.000,0.111,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,28.620,17359.490,3.723,4.419,1.075,4.080,3.000,125.670,134.920,127.730,198.000,70.270,17.320,2.352,2.150,4.502,22.980,25.380
4,A,21,203,4 A 21,4.5,3.778,2.444,0.000,0.000,0.667,0.000,0.000,1.333,0.000,0.444,0.000,0.000,0.000,0.000,3.778,0.000,0.000,0.000,0.000,0.444,0.000,0.000,0.000,0.444,0.000,0.889,0.444,0.000,0.222,0.000,0.000,0.000,3.778,0.000,0.000,0.000,0.000,12.800,5871.410,3.355,3.956,1.886,5.550,12.000,139.110,136.110,132.540,235.000,102.460,14.830,1.467,1.130,2.597,18.150,21.550
4,A,25,254,4 A 25,2,0.000,7.000,0.000,0.000,0.000,3.000,2.000,1.500,0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.000,2.000,0.500,0.000,0.000,1.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,6.210,3506.690,2.749,3.795,1.427,5.066,2.000,121.190,119.690,134.500,198.000,63.500,10.740,4.744,7.110,11.854,24.930,26.960
4,A,27,375,4 A 27,3,0.000,2.667,0.000,0.000,0.000,0.333,0.000,2.000,0.000,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.333,0.000,0.000,1.667,0.333,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.240,2846.360,3.110,3.608,1.701,4.277,14.000,128.550,133.230,131.450,198.000,66.550,12.520,2.915,2.580,5.495,19.450,22.050
4,A,28,29,4 A 28,2,0.000,5.000,0.000,0.000,0.500,0.000,0.000,4.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.500,0.000,0.000,0.000,2.500,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.670,1087.620,2.456,3.258,1.708,4.906,2.000,132.840,130.730,133.080,221.000,87.920,20.660,3.256,3.630,6.886,29.150,26.800
4,B,1,364,4 B 1,7.5,0.000,3.200,0.000,0.000,0.133,0.400,0.267,1.333,0.000,0.933,0.000,0.000,0.000,0.133,0.000,0.000,0.000,0.000,0.000,0.000,0.400,0.267,0.267,0.133,0.000,0.933,0.933,0.000,0.133,0.000,0.000,0.133,0.000,0.000,0.000,0.000,0.000,32.030,19876.340,3.911,4.459,1.505,4.114,13.000,147.580,139.640,130.920,210.000,79.080,3.210,6.224,5.870,12.094,18.370,22.700
4,B,2,371,4 B 2,6,9.667,2.333,0.000,0.333,1.000,0.167,0.167,0.333,0.167,0.500,0.000,0.167,0.000,0.000,9.167,0.333,0.000,0.000,0.000,1.000,0.167,0.167,0.000,0.000,0.167,0.333,0.500,0.000,0.000,0.000,0.000,0.000,9.167,0.000,0.000,0.000,0.333,20.090,10295.640,3.550,4.194,1.430,4.002,9.000,137.130,132.680,127.430,200.000,72.570,6.670,5.159,5.280,10.439,19.650,25.510
4,B,3,66,4 B 3,1,7.000,2.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,7.000,0.000,0.000,0.000,0.000,1.850,459.490,2.108,2.886,2.383,4.473,31.000,103.690,111.750,133.560,214.000,80.440,13.790,5.930,4.630,10.560,27.270,24.100
4,B,4,35,4 B 4,6,3.167,3.167,0.000,0.000,0.167,0.167,1.333,1.000,0.167,0.333,0.000,0.000,0.000,0.000,2.833,0.000,0.000,0.000,0.000,0.000,0.167,1.333,0.000,0.000,0.167,1.000,0.333,0.000,0.167,0.000,0.000,0.000,2.833,0.000,0.000,0.000,0.000,23.650,16060.990,3.830,4.360,1.538,3.700,11.000,126.180,118.010,129.800,235.000,105.200,16.430,4.536,4.580,9.116,27.780,26.680
4,B,6,233,4 B 6,6,967.833,1.333,0.000,10.000,0.500,0.000,0.500,0.167,0.000,0.000,0.167,0.000,0.000,0.000,967.833,10.000,0.000,0.000,0.000,0.333,0.000,0.500,0.000,0.167,0.000,0.000,0.000,0.167,0.167,0.000,0.000,0.000,0.000,967.833,10.000,0.000,0.000,18.010,8110.290,3.471,4.104,1.994,4.945,6.000,120.370,126.800,132.320,245.000,112.680,10.860,2.653,2.630,5.283,17.450,18.850
4,B,7,174,4 B 7,4.5,0.000,2.444,0.000,0.000,0.000,0.222,0.222,1.556,0.000,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.222,0.222,0.222,1.111,0.000,0.222,0.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15.050,8620.870,3.359,4.151,1.469,4.894,20.000,123.460,117.960,130.270,198.000,67.730,15.940,3.518,3.020,6.538,24.210,24.330
4,B,13,368,4 B 13,6,0.000,1.500,0.000,0.000,0.167,0.000,0.333,0.167,0.167,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.167,0.167,0.000,0.500,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16.290,7741.150,3.372,4.102,1.957,4.869,1.000,123.310,136.550,132.540,214.000,81.460,5.750,6.928,6.880,13.808,22.970,21.870
4,B,15,150,4 B 15,6,5.667,2.000,0.000,0.167,0.000,0.500,0.167,1.000,0.000,0.167,0.167,0.000,0.000,0.000,5.667,0.167,0.000,0.000,0.000,0.000,0.500,0.167,0.000,0.333,0.000,0.667,0.167,0.167,0.000,0.000,0.000,0.000,5.667,0.000,0.000,0.000,0.000,19.210,9816.660,3.439,4.200,1.471,4.352,14.000,131.280,144.960,131.810,207.000,75.190,15.740,4.194,4.410,8.604,26.410,24.610
4,B,16,270,4 B 16,6,0.000,1.167,0.000,0.000,0.167,0.333,0.000,0.500,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.333,0.000,0.000,0.167,0.000,0.333,0.167,0.000,0.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,17.390,8376.240,3.390,4.125,1.389,4.565,0.000,142.340,147.390,129.500,198.000,68.500,13.040,3.759,3.640,7.399,22.290,25.110
4,B,17,327,4 B 17,4.5,12.222,2.000,0.000,0.444,0.222,0.000,1.333,0.222,0.000,0.222,0.000,0.000,0.000,0.000,12.222,0.444,0.000,0.000,0.000,0.000,0.000,1.333,0.000,0.222,0.000,0.000,0.222,0.000,0.222,0.000,0.000,0.000,12.222,0.000,0.222,0.000,0.000,12.870,5826.250,3.253,3.961,1.387,4.240,3.000,132.720,NA,132.320,207.000,74.680,11.800,4.918,4.740,9.658,23.880,24.130
4,B,18,211,4 B 18,2,16.000,8.500,0.000,0.000,0.000,0.000,6.000,1.000,0.500,0.500,0.000,0.000,0.000,0.500,16.000,0.000,0.000,0.000,0.000,0.000,0.000,6.000,0.000,0.000,0.500,1.000,0.500,0.000,0.000,0.000,0.000,0.500,16.000,0.000,0.000,0.000,0.000,4.360,1558.760,2.622,3.409,1.665,4.225,6.000,109.240,122.570,131.310,207.000,75.690,13.290,5.367,4.930,10.297,26.230,24.130
